xnm,ynm,frame,locprecnm,phot,bg,LLrel,PSFxnm,numberInGroup,sitenumbers,layer
38539.05,52103.79,5137,6.449469,1795.47,108.696453094482,-0.7733579,115.1315,4,0,1
26511.76,45909.33,5138,6.684264,1253.508,28.2521820068359,-0.8445582,116.2647,1,0,1
33843.3,51441.18,5138,18.331,273.5163,29.8055229187012,-0.7626285,105.4355,1,0,1
34551.16,57871.79,5138,6.616735,1279.147,31.3596935272217,-0.5942438,114.8095,1,376,1
37024.88,53336.97,5138,23.11863,251.652,29.5180625915527,-0.5148116,118.0843,1,0,1
23725.55,47975.6,5139,7.465753,2088.595,82.3791732788086,-0.6601483,141.8707,3,0,1
25475.54,49477.9,5139,19.97109,315.723,28.7515296936035,-0.8820104,121.9876,1,0,1
28593.75,50846.61,5139,15.4429,466.5689,54.7221851348877,-0.6891358,111.4149,2,0,1
29120.75,58695.62,5139,7.763849,1095.31,59.60422706604,-0.5725318,108.9681,2,0,1
32275.11,47977.49,5139,7.461429,1342.298,61.0072822570801,-0.6276745,117.812,2,0,1
32504.11,52145.47,5139,8.499068,691.1907,31.5987148284912,-0.5569189,99.31055,1,81,1
36822.39,58061.89,5139,9.227225,724.9708,30.1306552886963,-0.4696106,109.6961,1,0,1
23744.4,49128.69,5140,4.143374,3552.57,64.5023422241211,-0.7050973,124.0588,2,0,1
29577.03,48618.32,5140,17.8637,235.0769,25.658519744873,-0.500473,98.21698,1,0,1
31546.74,60027.51,5140,19.57768,227.6366,26.2366695404053,-0.5383819,102.104,1,0,1
31639.43,55167.63,5140,18.49258,391.3413,27.0208606719971,-0.5407436,131.8464,1,0,1
32631.79,45848.71,5140,8.448809,1292.826,60.2366352081299,-0.6107887,125.3251,2,0,1
33060.74,50621.39,5140,13.20358,471.5712,30.3638114929199,-0.5860543,112.7852,1,94,1
33089.86,58717.06,5140,16.27129,249.8719,28.3805656433105,-0.8532865,92.6772,1,0,1
34353.41,51429.19,5140,23.0776,92.12405,28.6281814575195,-0.500483,63.5,1,241,1
35535.38,53185.65,5140,9.685845,818.1823,29.6284008026123,-0.578537,122.0647,1,275,1
36793.88,58055.29,5140,8.08641,1377.061,84.5456848144531,-0.5802664,119.2984,3,0,1
37577.56,49605.51,5140,10.39372,1037.269,80.2589359283447,-0.540916,122.3068,3,325,1
39517.69,51490.54,5140,24.79432,202.2653,26.5035953521729,-0.6544781,112.2449,1,0,1
29880.53,53909.77,5141,8.3017,1023.713,30.9699077606201,-0.6667966,121.8208,1,0,1
31033.91,59297.52,5141,7.243733,2331.247,116.542720794678,-0.6639132,136.2188,4,0,1
32814.67,49921.08,5141,11.88459,718.9331,28.7501659393311,-0.5225763,132.9742,1,89,1
33672.53,45620.53,5141,24.61563,241.3946,26.6504878997803,-0.6199895,123.0164,1,0,1
34301.09,59067.19,5141,3.841146,5538.408,120.707761764526,-0.5793644,136.6184,4,475,1
36722.15,46282.42,5141,9.519964,874.1413,56.7773380279541,-0.4039303,112.1388,2,198,1
36744.27,58044.91,5141,11.43229,625.7966,31.1894054412842,-0.357353,118.1291,1,0,1
38199.84,51010.57,5141,3.070123,5467.702,100.673675537109,-0.6902062,116.0628,3,0,1
29433.36,51203.74,5142,10.88201,526.5724,32.0993461608887,-0.8526102,102.9339,1,20,1
31084.08,59350.87,5142,24.25747,200.1543,27.3698139190674,-0.5693568,109.2022,1,0,1
31735.55,49145.4,5142,3.518124,6654.806,155.591836929321,-0.5963753,136.1165,5,0,1
35121.16,53926.06,5142,19.16029,310.5667,29.3687515258789,-0.6771477,117.0014,1,0,1
35429.08,45580.02,5142,23.0933,207.3433,28.6543159484863,-0.746253,106.793,1,0,1
36788.88,54883.32,5142,4.053953,5925.855,211.267084121704,-0.6807309,136.4618,7,438,1
26505.78,45916.88,5143,1.495081,22745.46,424.482856750488,-0.8441577,115.5828,13,0,1
31513.87,59961.76,5143,19.29558,195.0421,30.8550682067871,-0.5724781,89.40246,1,0,1
32713.15,53707.59,5143,9.112167,757.6667,29.7707786560059,-0.5533776,111.605,1,0,1
34543.81,57878.37,5143,13.67728,501.2933,58.6996116638184,-0.5731763,107.8691,2,376,1
35563.52,53226.82,5143,19.56627,365.5661,29.8334255218506,-0.5865451,129.2993,1,275,1
35642.63,59007.89,5143,2.984466,7437.205,180.668071746826,-0.6307684,123.909,6,487,1
37012.86,53349.38,5143,16.56668,299.4806,28.8162689208984,-0.4255922,104.0556,1,0,1
27765.08,48065.61,5144,21.64861,352.0849,30.2015247344971,-0.6239434,135.0831,1,0,1
29173.7,59048.85,5144,21.59949,272.1092,26.4820423126221,-0.747673,120.6195,1,0,1
31352.46,47164.52,5144,24.83559,223.1004,27.8479480743408,-0.80278,117.3642,1,0,1
31524.83,45885.28,5144,21.94159,405.0333,50.7189102172852,-0.6442515,130.1328,2,0,1
33086.68,58737.11,5144,7.812787,1278.891,53.8964080810547,-0.6762929,122.5433,2,0,1
36718.75,46244.28,5144,21.32628,399.0811,25.506649017334,-0.5503232,148.1418,1,198,1
26795.5,52166.42,5145,22.49403,150.6282,27.5298385620117,-0.678256,87.90145,1,0,1
27533.24,44055.16,5145,3.184844,5100.121,126.530544281006,-0.8423049,113.7636,4,0,1
27754.59,48020.32,5145,15.82943,712.7378,59.7119426727295,-0.6119062,139.283,2,0,1
28354.47,42872.57,5145,19.17313,357.2387,26.8056602478027,-0.5115961,128.8123,1,0,1
31122.53,57527.92,5145,17.76203,416.7769,25.1319160461426,-0.5650545,134.6542,1,126,1
31453.73,52271.06,5145,20.30443,223.1457,33.9553527832031,-0.5565249,97.84634,1,0,1
31557.7,45793.5,5145,23.54589,226.2695,28.985279083252,-0.6491701,113.0733,1,0,1
32599.37,54606.15,5145,7.77008,1375.246,60.9786930084229,-0.4173039,121.4813,2,0,1
28297.29,42864.57,5146,17.65353,301.9378,29.083911895752,-0.6026372,109.0909,1,0,1
30395.08,59192.54,5146,3.934519,3284.306,61.321985244751,-0.6100656,114.6128,2,0,1
31496.13,52290,5146,21.72103,237.9404,31.3338222503662,-0.5687828,108.4114,1,0,1
36667.46,52419.59,5146,10.8498,642.9216,27.5281028747559,-0.4059262,117.9762,1,302,1
37582.59,49594.18,5146,13.41494,818.6517,84.039571762085,-0.6185144,127.6787,3,325,1
24511.05,47214.8,5147,14.38049,628.8633,78.3551731109619,-0.549671,115.4954,3,0,1
29518.22,52012.68,5147,20.94321,286.2265,28.1733150482178,-0.5602559,119.8534,1,0,1
31579.02,45851.5,5147,21.7626,210.602,28.0220012664795,-0.5308409,103.9066,1,0,1
34797.78,53654.26,5147,19.38499,437.9046,28.9089107513428,-0.6883828,142.5035,1,383,1
35549.24,53205.72,5147,10.01284,847.3472,29.2252178192139,-0.5948786,127.8248,1,275,1
35803.76,43037.88,5147,18.73437,618.1784,50.8316612243652,-0.7014278,148.8149,2,0,1
25603.71,45438.16,5148,3.973686,3500.697,61.0609359741211,-0.5879623,120.5683,2,0,1
31797.63,57358.76,5148,3.741232,5538.213,148.690288543701,-0.700646,129.0755,5,138,1
32881.44,52054.73,5148,10.09383,870.9719,32.0779762268066,-0.4907591,128.452,1,92,1
33825.93,51431.71,5148,18.20995,236.0821,28.7962131500244,-0.8007934,97.27016,1,0,1
33887.96,59202.95,5148,17.91455,302.5997,26.8850917816162,-0.5460962,112.2449,1,472,1
36804.86,58061.45,5148,19.22036,208.2202,29.4346160888672,-0.683621,93.67587,1,0,1
38616.14,56277.69,5148,6.611541,1316.301,57.9697227478027,-0.4643225,106.1724,2,0,1
39444.7,48997.62,5148,4.300432,3428.062,93.3280963897705,-0.5044619,121.0097,3,0,1
24479.63,47175.09,5149,19.65594,426.7755,48.2183685302734,-0.5818682,124.7983,2,0,1
27548.03,49432.67,5149,2.531793,10522.45,244.042865753174,-0.7415408,125.3116,7,0,1
29747.86,43646.48,5149,3.606969,4800.78,91.1582355499268,-0.6338479,124.9952,3,0,1
30327.07,53376.66,5149,6.75121,1182.223,32.0323066711426,-0.4885839,111.3487,1,0,1
31023.87,41786.46,5149,7.029158,1128.778,27.6892147064209,-0.6623705,114.5893,1,0,1
34661.1,47850.93,5149,8.042119,1090.891,53.7579288482666,-0.729839,115.1542,2,184,1
35610.43,52187.22,5149,13.15683,728.9464,29.2951812744141,-0.6491278,143.4397,1,0,1
36539.89,50046.11,5149,14.23589,464.987,26.5692863464355,-0.7145719,121.187,1,0,1
29156.2,59026.04,5150,8.605759,855.3959,30.3642864227295,-0.8679795,113.8507,1,0,1
36716.53,46266.09,5150,8.294061,1161.203,57.90163230896,-0.7897671,117.1028,2,198,1
30231.79,54499.67,5151,6.675675,2049.354,89.748743057251,-0.7094324,133.0441,3,102,1
34556.39,57867.88,5151,6.080113,1853.607,59.6270370483398,-0.6653795,121.1801,2,376,1
35196.36,49865.11,5151,2.199545,8857.178,105.133338928223,-0.7707705,112.5787,3,259,1
36786.24,54872.5,5151,7.128317,2270.413,84.1721153259277,-0.7256684,141.9476,3,438,1
37021.91,53344.29,5151,8.254896,1029.766,58.0293102264404,-0.4293251,108.9912,2,0,1
30382.52,59197.82,5152,8.473002,868.4708,30.4108924865723,-0.4602072,113.3315,1,0,1
32053.99,47567.39,5152,18.51838,353.4803,27.4205417633057,-0.5588786,124.5295,1,8,1
32797.19,44895.8,5152,15.86792,601.906,28.2354202270508,-0.6966794,148.2862,1,0,1
32887.91,52041.91,5152,14.76708,599.7739,25.3350582122803,-0.5477147,143.9312,1,92,1
35212.95,55025.61,5152,20.0591,588.2134,51.1508235931396,-0.7672543,144.6566,2,396,1
24510.22,47208.84,5153,9.178001,1669.363,200.223560333252,-0.5721065,117.0445,8,0,1
26511.45,52614.32,5153,14.15129,470.03,30.5265426635742,-0.5681767,118.1954,1,0,1
31728.72,49141.15,5153,11.56876,857.6537,30.1431522369385,-0.5969305,142.1719,1,0,1
33369.07,48049.84,5153,4.177795,4815.586,138.350093841553,-0.7712871,134.739,4,171,1
24473.88,47212.61,5154,20.21987,493.2018,51.8124313354492,-0.5185151,137.8733,2,0,1
25853.13,54492.39,5154,23.09171,105.6268,27.4691486358643,-0.4712053,71.46542,1,0,1
26515.87,56000.83,5154,19.21272,471.5288,31.6476306915283,-0.6882202,144.6737,1,0,1
29711.06,44228.95,5154,6.455745,1471.185,32.9962997436523,-0.7163939,120.6284,1,0,1
30239.8,54448.85,5154,15.17541,398.446,34.3617248535156,-0.6755448,110.6824,1,102,1
30328.08,53386.16,5154,20.73251,246.7741,27.7396049499512,-0.733132,110.0502,1,0,1
25912.66,54520.39,5155,16.03525,331.4309,26.1874122619629,-0.7651176,109.7788,1,0,1
26038.57,48449.27,5155,9.06956,1051.286,56.0531806945801,-0.7728203,120.1674,2,0,1
27087,48220.84,5155,8.877553,1279.208,63.8480339050293,-0.4891078,127.3693,2,0,1
31210.65,56993.38,5155,13.92651,602.9539,32.0040321350098,-0.5498606,132.6155,1,0,1
34610.2,47914.48,5155,24.48747,258.7031,27.7006568908691,-0.5224881,126.2259,1,184,1
36258.64,57259.92,5155,10.61363,750.1932,27.4885635375977,-0.6953646,126.2959,1,423,1
28305.59,43473.16,5156,14.48115,672.0703,49.2388229370117,-0.5989655,135.9501,2,0,1
29745.84,47690.31,5156,20.58226,365.4934,27.5598831176758,-0.5516705,135.9205,1,0,1
30514.28,54346.37,5156,12.64178,402.8327,32.3432350158691,-0.8634481,98.80888,1,109,1
32948.38,48445.68,5156,10.1053,1002.356,60.7485046386719,-0.7736245,125.0986,2,93,1
36013.89,57655.75,5156,7.298827,1153.201,31.6964473724365,-0.6727164,117.125,1,0,1
37570,49595.75,5156,8.489233,1357.974,86.2681789398193,-0.6195484,128.0638,3,325,1
27504.97,50304.57,5157,6.290794,1750.022,60.905366897583,-0.6152914,118.0177,2,0,1
34568.33,57873.29,5157,8.54833,842.6096,30.6903591156006,-0.4766448,112.0968,1,376,1
34813.18,56644.95,5157,15.06582,568.8222,58.9994792938232,-0.6973431,122.0611,2,384,1
30344.2,53396.24,5158,22.8122,265.6945,27.5202789306641,-0.5814729,122.4351,1,0,1
33625.73,54922.48,5158,4.245682,2858.042,70.7377281188965,-0.5599429,114.7241,2,352,1
37050.87,49979.73,5158,9.38556,1194.082,35.030403137207,-0.7606189,142.078,1,310,1
38196.51,51008.51,5158,2.892986,5592.643,106.840728759766,-0.7090032,110.4116,3,0,1
38948.34,55895.02,5158,2.909758,8364.931,174.83472442627,-0.7442541,130.7624,5,0,1
25609.81,45445.13,5159,2.461876,8684.767,166.57806968689,-0.6855884,116.2764,5,0,1
29767.43,43645.24,5159,10.72776,981.0002,53.125524520874,-0.5643726,130.8423,2,0,1
31739.69,49144.43,5159,4.641952,3711.576,100.21297454834,-0.7370121,130.6817,3,0,1
37226.91,56287.89,5159,8.971195,1261.587,57.8845596313477,-0.5455996,129.6946,2,445,1
27635.25,45128.55,5160,7.854953,1455.005,56.9839839935303,-0.4340472,127.1673,2,0,1
29729.76,43655.89,5160,9.746863,742.658,27.3461761474609,-0.6588832,117.8916,1,0,1
37576.13,49555.82,5160,22.80055,165.1013,26.755407333374,-0.3526603,94.42152,1,325,1
27536.54,44052.69,5161,9.800287,1301.956,73.5122394561768,-0.6299042,132.5871,3,0,1
39031.79,52952.98,5161,4.292513,2515.626,34.2156600952148,-0.5469273,114.6872,1,522,1
35221.83,55026.19,5162,18.65665,544.1504,54.7453765869141,-0.6563277,138.3596,2,396,1
35644.09,59010.19,5162,2.656005,11591.47,319.915643692017,-0.5759774,131.202,11,487,1
36515.33,49012.96,5162,14.87232,463.1257,29.8114051818848,-0.6522093,121.9851,1,0,1
37574.55,49600.19,5162,15.67565,500.3383,28.5937175750732,-0.4971284,133.003,1,325,1
37932.91,47489.43,5162,18.57464,255.1181,27.3798999786377,-0.572291,104.2397,1,211,1
29540.71,54528.4,5163,20.5196,324.8025,29.8293895721436,-0.5204635,125.1785,1,0,1
30392.67,59197.74,5163,18.11884,336.6506,27.1949520111084,-0.6564544,119.6538,1,0,1
31044.4,59335.93,5163,21.4714,292.9994,32.5613441467285,-0.8956335,119.6478,1,0,1
32287.79,44971.48,5163,4.904924,2893.883,70.4213218688965,-0.8515886,125.8916,2,0,1
33831.5,52912.61,5163,3.667959,4898.926,154.430799484253,-0.6057867,119.1027,5,228,1
34909.13,49488.92,5163,9.535831,938.424,62.1850738525391,-0.6839672,113.7691,2,254,1
35439.48,57077.55,5163,18.38355,267.2088,28.888484954834,-0.4609264,104.9757,1,405,1
24458.58,47220.86,5164,24.70456,337.5461,49.4605693817139,-0.5899003,128.8866,2,0,1
30850.68,52641.2,5164,6.296594,1466.171,60.3890209197998,-0.7409871,110.8738,2,52,1
32237,59841.8,5164,21.49171,430.5193,55.0617790222168,-0.6812589,133.5166,2,0,1
32869.35,59872.31,5164,11.08397,713.6165,28.7668571472168,-0.6318839,125.9029,1,0,1
33366.77,48054.08,5164,4.36173,4297.527,100.881753921509,-0.7208464,135.6298,3,171,1
37222.76,56298.52,5164,14.77685,310.5487,29.2780055999756,-0.6295756,97.55999,1,445,1
38012.5,56973.47,5164,12.19154,737.7815,29.5714836120605,-0.5131888,136.6131,1,0,1
23739.68,47964.91,5165,23.88801,291.2418,23.9384574890137,-0.562206,136.3597,1,0,1
28368.22,42850.91,5165,15.29021,388.0869,51.8785934448242,-0.5824168,101.965,2,0,1
31795.49,57350.57,5165,13.29735,422.755,28.5905227661133,-0.4952613,107.8607,1,138,1
37563.54,49575.49,5165,18.50917,330.0773,27.8128566741943,-0.5327285,119.5516,1,325,1
39620.07,51490.27,5165,12.73464,1250.101,106.671173095703,-0.5455546,143.9067,4,0,1
29179.21,59003.84,5166,9.454575,922.6783,59.028226852417,-0.6076465,116.3262,2,0,1
34857.75,56621.83,5166,23.8168,182.1519,26.623197555542,-0.5432521,102.8601,1,384,1
27533.66,44065.11,5167,5.162493,2018.035,55.7859687805176,-0.5792412,113.0098,2,0,1
32723.92,51744.22,5167,12.28262,528.0501,28.9662590026855,-0.7769679,114.9652,1,86,1
32792.43,49997.21,5167,23.71284,293.2341,54.1036281585693,-0.8642074,113.2234,2,89,1
32936.3,48449.05,5167,4.858844,2837.817,64.8467903137207,-0.6999806,128.9027,2,93,1
33088.04,58746.51,5167,8.68146,1141.302,57.2135162353516,-0.52606,122.9867,2,0,1
33400.02,57269.09,5167,12.46262,892.0505,86.7908668518066,-0.7786048,125.0097,3,347,1
39032.92,52958.1,5167,5.606087,1909.834,59.1462326049805,-0.7146407,116.5268,2,522,1
24507.64,47218.39,5168,9.730529,1296.235,99.4114303588867,-0.6670476,124.834,4,0,1
25141.84,45110.85,5168,23.14546,236.5023,26.8823738098145,-0.7236936,116.6074,1,0,1
31503.05,60009.68,5168,12.45336,667.832,51.0365982055664,-0.6722853,118.5634,2,0,1
35149.07,54037.46,5168,9.277164,1011.254,28.0873622894287,-0.7848467,133.714,1,0,1
35252.24,51016.55,5168,8.748381,1164.42,59.1537780761719,-0.3637619,121.5019,2,262,1
38206.95,46532.73,5168,1.609758,16085.48,179.141815185547,-0.8042875,112.1681,5,0,1
38423.47,50433.73,5168,10.7433,797.2914,30.0478229522705,-0.7131501,129.6726,1,0,1
25084.71,45153.64,5169,7.980135,1180.767,30.6004085540771,-0.8840321,127.9148,1,0,1
29516.25,54502.6,5169,21.0435,236.5425,29.9972057342529,-0.6765148,106.7181,1,0,1
34318.55,59066.04,5169,9.187215,1415.992,56.0935516357422,-0.4656669,148.2786,2,475,1
34857.45,55548.8,5169,2.491553,7124.817,103.449859619141,-0.7969162,111.801,3,386,1
37564.73,49597.67,5169,8.313772,1136.615,31.2907981872559,-0.8876758,128.8395,1,325,1
38444.08,55389.33,5169,13.83385,490.3484,29.1025791168213,-0.7082652,120.1356,1,538,1
26851.3,48563.76,5170,10.35857,870.0687,30.5684413909912,-0.4503199,131.9635,1,0,1
34297.03,59064.45,5170,9.335221,1244.51,29.4214916229248,-0.6199143,148.97,1,475,1
34462.82,50448.51,5170,8.451738,809.5136,30.5784072875977,-0.4948768,108.7151,1,244,1
36092.04,53893.84,5170,9.520176,830.5374,31.914041519165,-0.518771,119.9705,1,420,1
36702.29,46279.47,5170,14.60796,395.7672,28.3871994018555,-0.6928459,111.5242,1,198,1
30493.81,46368.93,5171,14.65857,432.6116,29.2334289550781,-0.5724223,116.7584,1,0,1
32863.58,60472.88,5171,9.521801,940.6877,53.6153049468994,-0.5696959,116.986,2,0,1
33415.63,57308.18,5171,18.30719,259.6666,29.5399990081787,-0.5252845,102.5866,1,347,1
34615.81,56938.77,5171,4.866973,2567.251,65.4902763366699,-0.4768242,118.2139,2,378,1
36598.13,54153.95,5171,4.970123,2375.824,121.014728546143,-0.6720511,109.4025,4,429,1
39019.92,52947.23,5171,4.784694,2824.591,62.7863826751709,-0.618252,123.394,2,522,1
33809.3,52903.46,5172,13.41665,418.0122,29.4167041778564,-0.5703609,107.3084,1,228,1
36824.96,58076.08,5172,15.17034,356.5689,26.8850917816162,-0.5998856,109.3242,1,0,1
37020.01,53351.27,5172,12.34846,562.8228,28.4552364349365,-0.4262799,119.9154,1,0,1
34028.63,46292.17,5173,7.369613,1698.589,81.9831447601318,-0.5823863,124.5608,3,177,1
36645.81,55121.84,5173,13.90417,451.6891,27.3148460388184,-0.5437375,116.6711,1,430,1
27525.5,44059.2,5174,8.398284,724.3951,29.2520866394043,-0.4838477,102.3648,1,0,1
28789.06,56618.39,5174,10.39781,899.5009,59.7563800811768,-0.7063927,120.7591,2,0,1
31817.04,58738.74,5174,9.682537,916.4235,32.4754600524902,-0.5301986,127.8176,1,0,1
33396.79,57297.94,5174,13.44537,589.9123,88.8682804107666,-0.7387531,104.4736,3,347,1
34557.41,57872.8,5174,3.960517,3482.32,93.5700550079346,-0.6648708,115.0934,3,376,1
38011.2,56957.27,5174,10.08475,1049.498,56.7047290802002,-0.7600961,131.2159,2,0,1
35258.34,51040.55,5175,11.79385,580.3212,30.2499389648438,-0.5252802,116.6035,1,262,1
36519.68,49008.9,5175,10.12084,738.8935,28.1958999633789,-0.4874806,120.3604,1,0,1
34914.25,49482.62,5176,15.2602,341.1544,30.186710357666,-0.7260726,104.5961,1,254,1
35544.04,53189.96,5176,8.740388,983.1964,57.4209022521973,-0.5912879,112.3845,2,275,1
36561.25,44295.15,5176,3.449933,4208.919,93.4368095397949,-0.606896,111.3103,3,0,1
36603.85,56981.33,5176,4.249056,2937.515,87.7022075653076,-0.8412259,111.5614,3,431,1
38358.98,39530.44,5176,12.9294,648.1473,26.3907527923584,-0.5535669,135.6518,1,0,1
29075.07,53073.61,5177,22.91648,362.0526,31.2078304290771,-0.6443937,141.2528,1,0,1
30159.14,43443.16,5177,21.57631,197.6945,26.1349811553955,-0.6710401,101.1467,1,0,1
30482.13,46361.91,5177,13.37738,881.5275,57.5746173858643,-0.6263945,139.8191,2,0,1
33135.71,41967.96,5177,11.70202,934.65,54.2437553405762,-0.4222422,135.0457,2,0,1
33607.25,49244.41,5177,12.29859,632.3953,31.1621112823486,-0.6317211,125.3118,1,222,1
34048.48,56722.15,5177,20.51311,223.6957,27.2263641357422,-0.6801277,103.7946,1,364,1
34820.02,56652.71,5177,9.618906,955.7006,84.833402633667,-0.526032,108.981,3,384,1
37434.17,54932.09,5177,20.52579,241.643,28.1394748687744,-0.4606178,107.6249,1,452,1
38186.2,46976.58,5177,23.60529,274.0989,24.9694843292236,-0.6381251,130.0428,1,497,1
24934.46,49722.1,5178,7.113453,1855.604,60.3398780822754,-0.7389847,134.2563,2,0,1
28189.3,44965.01,5178,5.502394,2001.595,64.3614120483398,-0.6415751,115.0936,2,0,1
28725.65,47973.73,5178,10.24668,869.3245,59.5615081787109,-0.5812836,121.4165,2,0,1
28777.75,56600.31,5178,2.953882,7061.212,140.648666381836,-0.6545208,123.3469,4,0,1
29560.29,52000.08,5178,16.96671,327.428,29.4017105102539,-0.5069886,110.7627,1,0,1
29629.27,58100.9,5178,8.864639,1272.871,58.5281314849854,-0.6563643,134.1256,2,0,1
31799.64,58735.41,5178,8.83153,1177.532,32.1082496643066,-0.5642684,136.8251,1,0,1
35106.65,59921.47,5178,9.033518,601.5194,34.0548553466797,-0.427635,94.89336,1,484,1
27527.5,44058.52,5179,9.28336,569.395,26.8802261352539,-0.4676466,98.16625,1,0,1
29898.9,52199.45,5179,4.674201,3110.629,98.3222808837891,-0.6003593,120.0972,3,29,1
33770.42,51428.1,5179,10.56726,665.6768,31.0781192779541,-0.824557,115.3497,1,0,1
36604.8,54166.41,5179,5.753237,1460.053,32.0950698852539,-0.7723973,109.8162,1,429,1
29714.96,44341.59,5180,4.526125,2460.489,33.4262275695801,-0.7639176,118.9218,1,0,1
29879.48,53906.05,5180,7.252797,1477.524,27.7948207855225,-0.6350509,135.9288,1,0,1
31503.33,60020.66,5180,17.29374,254.4873,28.3115062713623,-0.6929802,98.17641,1,0,1
37988.03,49965.49,5180,8.753616,825.1282,33.3635902404785,-0.8742467,111.2793,1,337,1
31735.13,49157.5,5181,9.209163,1274.305,57.6151466369629,-0.5702395,134.6992,2,0,1
32003.8,44696.67,5181,7.646221,1970.171,90.4300270080566,-0.5952097,140.4792,3,0,1
32453.11,45902.58,5181,3.413687,4679.749,97.9646034240723,-0.5826646,116.2012,3,0,1
32734.18,51698.68,5181,3.344846,4227.648,69.3446006774902,-0.6649185,113.3909,2,86,1
36831.93,58044.68,5181,8.090631,1025.54,56.3057994842529,-0.6368513,107.3633,2,0,1
37988.44,51025.82,5181,14.41339,413.9442,25.7125053405762,-0.4070619,115.4336,1,338,1
29615.9,58106.59,5182,6.194265,2035.534,58.2489128112793,-0.6271354,127.8778,2,0,1
30393.95,59199.34,5182,5.194818,2342.495,58.9953861236572,-0.7176317,120.2729,2,0,1
35541.98,53197.9,5182,7.59152,1397.485,59.3919086456299,-0.6057938,121.2931,2,275,1
24612.54,52631.38,5183,12.36829,637.2241,28.3750171661377,-0.5135972,128.5245,1,0,1
29555.19,52014.82,5183,15.66342,366.408,28.2290267944336,-0.6994563,112.3931,1,0,1
30465.04,46370.57,5183,11.51401,847.9331,29.4364643096924,-0.8023793,141.4279,1,0,1
35306.38,52091.5,5183,11.46372,750.6465,62.303466796875,-0.5625519,116.8767,2,263,1
37429.02,54943.52,5183,5.307859,1751.09,31.7863235473633,-0.6963688,113.653,1,452,1
26614.04,45502.65,5184,2.513045,8632.598,157.628763198853,-0.6864265,119.1265,5,0,1
30223.56,52549.98,5184,24.82438,168.3345,30.4430408477783,-0.550429,98.24548,1,35,1
32901.2,56432.1,5184,7.579314,1051.931,29.4101238250732,-0.6645478,116.0394,1,0,1
34216.46,59107.11,5184,23.08397,287.1279,28.6012649536133,-0.6319871,127.6464,1,475,1
25217,44488.35,5185,23.12265,248.2476,24.2445793151855,-0.6340845,122.3182,1,0,1
27513.8,44067.91,5185,9.346276,777.3348,27.2778244018555,-0.5093316,117.1141,1,0,1
28283.1,41929.33,5185,2.555588,8105.96,156.669630050659,-0.5873712,117.3239,5,0,1
32538.68,49146.22,5185,12.55253,584.3251,28.5338916778564,-0.4040789,123.7734,1,82,1
33426.07,57289.21,5185,7.459641,1194.772,61.2165355682373,-0.5344186,109.2381,2,347,1
34278.58,59096.13,5185,17.08749,557.3469,30.6594867706299,-0.7102715,147.3004,1,475,1
34556.1,57872.5,5185,5.19413,2448.799,90.4916648864746,-0.6837086,116.9041,3,376,1
35132.68,53933.64,5185,7.369218,2987.04,196.537435531616,-0.6021243,142.1237,7,0,1
35578.07,53231.29,5185,13.86041,499.6452,29.4613208770752,-0.418812,121.2473,1,275,1
38451.38,50413.48,5185,8.610723,1174.545,57.5805168151855,-0.6122811,122.263,2,0,1
32738.79,51692.91,5186,7.182285,1399.952,57.1622352600098,-0.8071594,118.8685,2,86,1
35162.71,53933.96,5186,12.29593,749.0876,28.7246265411377,-0.7282514,139.2965,1,0,1
35545.76,53189.96,5186,8.963531,841.736,31.488073348999,-0.7667291,115.6688,1,275,1
36794.43,53746.91,5186,2.480702,8134.836,137.207712173462,-0.6455231,116.8431,4,437,1
36824.32,58055.55,5186,7.118814,1398.799,84.3336334228516,-0.6147835,109.8022,3,0,1
37305.23,43723.45,5186,5.295653,4044.606,161.713193893433,-0.6367382,140.3027,5,0,1
38442.42,55384.09,5186,2.803067,7292.817,153.131719589233,-0.6317424,119.0201,5,538,1
32340.64,42936.98,5187,6.888254,1942.809,79.0434379577637,-0.8428339,129.8866,2,0,1
32346.4,57944.23,5187,11.39065,737.5304,30.6650714874268,-0.6299999,129.2604,1,148,1
33758.8,51428.38,5187,9.93496,842.8292,59.6163654327393,-0.5876551,111.6661,2,0,1
34617.39,56938.01,5187,12.02501,638.834,31.5257377624512,-0.7900461,123.7257,1,378,1
36830.45,58075.11,5187,15.83979,223.7849,28.8786811828613,-0.5176545,85.02702,1,0,1
37187.21,56394.7,5187,3.235825,5019.407,131.289354324341,-0.5792548,112.1921,4,445,1
29535.57,51994.17,5188,9.570344,885.6438,29.4414691925049,-0.5859839,126.4734,1,0,1
29749.34,43660.94,5188,11.84093,554.8018,31.2048416137695,-0.5594286,113.4198,1,0,1
32776.34,59830.74,5188,22.28446,316.3145,26.6596012115479,-0.7750537,133.4177,1,0,1
24806.65,45490.01,5189,5.112421,3501.809,129.065271377563,-0.7699783,135.4939,4,0,1
30549.5,55419.07,5189,1.69692,14993.38,217.787111282349,-0.8824606,110.6924,6,112,1
35371.45,57599.59,5189,7.512356,982.7227,30.598461151123,-0.8607615,110.3882,1,0,1
35527.11,53177.69,5189,13.20766,349.271,31.3964176177979,-0.530255,94.50427,1,275,1
38019.24,56956.73,5189,8.819627,1486.931,60.3061485290527,-0.6501155,140.6977,2,0,1
27550.29,44044.21,5190,18.48175,214.6651,27.0898303985596,-0.5141289,94.4246,1,0,1
